annotation_id,image_id,file_path,asset_id,asset_type,component,defect_type,severity_label,x,y,width,height,area,coco_image_id,coco_annotation_id
REAL-BRIDGE-IMG-0438-ANN-001,REAL-BRIDGE-IMG-0438,data/bridge_image/Image_-364-_jpg.rf.MVMPnEJ039DDcKELtGdt.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,1,4,227,219,49713,438,778
REAL-BRIDGE-IMG-0439-ANN-001,REAL-BRIDGE-IMG-0439,data/bridge_image/3421.rf.eaKdp4AslxGMabyXmuvh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,273.5,159,142,48,6816,439,779
REAL-BRIDGE-IMG-0439-ANN-002,REAL-BRIDGE-IMG-0439,data/bridge_image/3421.rf.eaKdp4AslxGMabyXmuvh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,152.5,416,87,36192,439,780
REAL-BRIDGE-IMG-0440-ANN-001,REAL-BRIDGE-IMG-0440,data/bridge_image/Image_-289-_jpg.rf.qfuoMbVKCldHuhkyqQq7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,59,270,564,446,251544,440,781
REAL-BRIDGE-IMG-0440-ANN-002,REAL-BRIDGE-IMG-0440,data/bridge_image/Image_-289-_jpg.rf.qfuoMbVKCldHuhkyqQq7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,467,577,160,191,30560,440,782
REAL-BRIDGE-IMG-0441-ANN-001,REAL-BRIDGE-IMG-0441,data/bridge_image/104_9a4ba031-2548-4e06-af67-bd55149b8195_jpg.rf.9vVzhIUJSEELfsJb1B8J.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1428,470,242,492,119064,441,783
REAL-BRIDGE-IMG-0442-ANN-001,REAL-BRIDGE-IMG-0442,data/bridge_image/exposure-92-_jpg.rf.iBaXogleZQhSBrgM6LFX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,544,346,1738,192,333696,442,784
REAL-BRIDGE-IMG-0443-ANN-001,REAL-BRIDGE-IMG-0443,data/bridge_image/Image_-797-_jpg.rf.FnLFiskcUTVhx2Q0uwSZ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,46.5,3,199,445,88555,443,785
REAL-BRIDGE-IMG-0444-ANN-001,REAL-BRIDGE-IMG-0444,data/bridge_image/Image_-511-_jpg.rf.K9AzAO17fX1Is96LvI3e.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,4.5,43.5,290,401,116290,444,786
REAL-BRIDGE-IMG-0445-ANN-001,REAL-BRIDGE-IMG-0445,data/bridge_image/3053.rf.iiWW9FxXMuZrk75Qj7Sy.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,185,4.5,51,409,20859,445,787
REAL-BRIDGE-IMG-0446-ANN-001,REAL-BRIDGE-IMG-0446,data/bridge_image/104_10c7f817-5e7d-4efb-a6aa-f54578fe8cca_jpg.rf.UGnmdxpqYdiIVpmTlSgK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1178,556,1382,288,398016,446,788
REAL-BRIDGE-IMG-0447-ANN-001,REAL-BRIDGE-IMG-0447,data/bridge_image/Image_-140-_jpg.rf.uL0DytWJK9kqygDnOoyk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,36,189,710,499,354290,447,789
REAL-BRIDGE-IMG-0448-ANN-001,REAL-BRIDGE-IMG-0448,data/bridge_image/3265.rf.vQ9Cfhwe3QlxlOal6jyC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,7.5,1.5,406,414,168084,448,790
REAL-BRIDGE-IMG-0449-ANN-001,REAL-BRIDGE-IMG-0449,data/bridge_image/104_9e0e7026-c0d4-4ca3-b617-fd7f9ed2f9d0_jpg.rf.vRZx8oNZdXVEUHCWYoOx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,956,246,278,1180,328040,449,791
REAL-BRIDGE-IMG-0450-ANN-001,REAL-BRIDGE-IMG-0450,data/bridge_image/103_28cccd2e-7650-4273-9bda-641af67bb458_jpg.rf.xhcvvb35H4BtFzodnvp5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,532,2482,766,1901212,450,792
REAL-BRIDGE-IMG-0451-ANN-001,REAL-BRIDGE-IMG-0451,data/bridge_image/3557.rf.uXfDaKbSoPoA5OTQVDAG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,160,0,34,416,14144,451,793
REAL-BRIDGE-IMG-0452-ANN-001,REAL-BRIDGE-IMG-0452,data/bridge_image/103_60f3b2ed-3596-4572-a1c5-9ebd56937dd3_jpg.rf.n5IFa3Ujh8qZJWlxnT75.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,638,68,498,884,440232,452,794
REAL-BRIDGE-IMG-0453-ANN-001,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,210,770,278,76,21128,453,795
REAL-BRIDGE-IMG-0453-ANN-002,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,494,770,92,32,2944,453,796
REAL-BRIDGE-IMG-0453-ANN-003,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,598,764,150,72,10800,453,797
REAL-BRIDGE-IMG-0453-ANN-004,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,762,754,60,52,3120,453,798
REAL-BRIDGE-IMG-0453-ANN-005,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,896,744,94,42,3948,453,799
REAL-BRIDGE-IMG-0453-ANN-006,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1068,732,148,58,8584,453,800
REAL-BRIDGE-IMG-0453-ANN-007,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1410,708,114,60,6840,453,801
REAL-BRIDGE-IMG-0453-ANN-008,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1686,704,64,72,4608,453,802
REAL-BRIDGE-IMG-0453-ANN-009,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1804,690,104,56,5824,453,803
REAL-BRIDGE-IMG-0453-ANN-010,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1938,672,170,76,12920,453,804
REAL-BRIDGE-IMG-0453-ANN-011,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2256,666,40,50,2000,453,805
REAL-BRIDGE-IMG-0453-ANN-012,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2346,652,62,34,2108,453,806
REAL-BRIDGE-IMG-0453-ANN-013,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2440,642,30,44,1320,453,807
REAL-BRIDGE-IMG-0453-ANN-014,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,696,200,124,24800,453,808
REAL-BRIDGE-IMG-0453-ANN-015,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1224,734,140,38,5320,453,809
REAL-BRIDGE-IMG-0453-ANN-016,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1544,698,138,42,5796,453,810
REAL-BRIDGE-IMG-0453-ANN-017,REAL-BRIDGE-IMG-0453,data/bridge_image/103_86b78b5b-f178-4e8b-ab9d-5483d1bd892c_jpg.rf.KQ6Ybl7xTVWP3Ds5d0fD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2476,638,84,32,2688,453,811
REAL-BRIDGE-IMG-0454-ANN-001,REAL-BRIDGE-IMG-0454,data/bridge_image/3134.rf.WG0ECQaitagGYK2czzrs.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,222,0,28,415,11620,454,812
REAL-BRIDGE-IMG-0455-ANN-001,REAL-BRIDGE-IMG-0455,data/bridge_image/104_660f04f9-6f3f-45b8-b793-232fb638fd89_jpg.rf.WqxI6tmlJ3Qjt4ZiIb1M.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1110,0,146,1320,192720,455,813
REAL-BRIDGE-IMG-0456-ANN-001,REAL-BRIDGE-IMG-0456,data/bridge_image/Image_-756-_jpg.rf.YerHTFisuo91TTRAxqQn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,81,144,145,213,30885,456,814
REAL-BRIDGE-IMG-0457-ANN-001,REAL-BRIDGE-IMG-0457,data/bridge_image/104_9f1899a0-0917-49ac-acd8-27e3f516024e_jpg.rf.qouscnnEIJ1Om0470ZXX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,84,214,64,284,18176,457,815
REAL-BRIDGE-IMG-0457-ANN-002,REAL-BRIDGE-IMG-0457,data/bridge_image/104_9f1899a0-0917-49ac-acd8-27e3f516024e_jpg.rf.qouscnnEIJ1Om0470ZXX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1426,188,82,254,20828,457,816
REAL-BRIDGE-IMG-0458-ANN-001,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1159.5,1392,189,358,67662,458,817
REAL-BRIDGE-IMG-0458-ANN-002,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1774.5,1353,175,319,55825,458,818
REAL-BRIDGE-IMG-0458-ANN-003,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,2397.5,1327,220,400,88000,458,819
REAL-BRIDGE-IMG-0458-ANN-004,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,2816.5,1350,159,255,40545,458,820
REAL-BRIDGE-IMG-0458-ANN-005,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,3285.5,1330,273,349,95277,458,821
REAL-BRIDGE-IMG-0458-ANN-006,REAL-BRIDGE-IMG-0458,data/bridge_image/Image_mine-25-_jpg.rf.tbiZUNuebRwJfrLvDl9W.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,3891,1373,141,306,43146,458,822
REAL-BRIDGE-IMG-0459-ANN-001,REAL-BRIDGE-IMG-0459,data/bridge_image/104_032324b3-95cc-4222-8a62-cfa60ac43336_jpg.rf.SEoB8SFoEOYWLkp4oTSg.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1332,454,194,784,152096,459,823
REAL-BRIDGE-IMG-0460-ANN-001,REAL-BRIDGE-IMG-0460,data/bridge_image/103_78a98d32-0614-11ec-8176-a85e4515a1df_jpg.rf.uOX6S9dJDsgmZr1WaiXH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,302,2560,768,1966080,460,824
REAL-BRIDGE-IMG-0461-ANN-001,REAL-BRIDGE-IMG-0461,data/bridge_image/104_9d0561b7-28a8-407f-b31a-be0a97f6bcb3_jpg.rf.SIQAnPEZB4ms9BbaPrH4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1398,676,110,378,41580,461,825
REAL-BRIDGE-IMG-0462-ANN-001,REAL-BRIDGE-IMG-0462,data/bridge_image/104_752bc2e1-7b47-46a9-bf39-ee5966b32ec5_jpg.rf.u60ul2YLGPQUhA8ulnF0.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,8,416,2552,318,811536,462,826
REAL-BRIDGE-IMG-0463-ANN-001,REAL-BRIDGE-IMG-0463,data/bridge_image/Image_mine-50-_jpg.rf.uAlnzhAWnqxerGdS2QMq.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1048,2207,917,566,519022,463,827
REAL-BRIDGE-IMG-0464-ANN-001,REAL-BRIDGE-IMG-0464,data/bridge_image/1647.rf.Uv0mK0Dx6StAR8TrJYW5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,188.5,2.5,41,413,16933,464,828
REAL-BRIDGE-IMG-0465-ANN-001,REAL-BRIDGE-IMG-0465,data/bridge_image/103_39fc6ec9-93b7-4926-95fb-9bd3ca2bf4e7_jpg.rf.yk5RV2DplGPXLlWOzz3S.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1398,686,302,754,227708,465,829
REAL-BRIDGE-IMG-0465-ANN-002,REAL-BRIDGE-IMG-0465,data/bridge_image/103_39fc6ec9-93b7-4926-95fb-9bd3ca2bf4e7_jpg.rf.yk5RV2DplGPXLlWOzz3S.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1382,0,350,430,150500,465,830
REAL-BRIDGE-IMG-0466-ANN-001,REAL-BRIDGE-IMG-0466,data/bridge_image/103_87d761fb-94ef-4682-a135-e86304924555_jpg.rf.j9kPqCYbnP9tOUyzEXvf.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,430,600,1632,544,887808,466,831
REAL-BRIDGE-IMG-0466-ANN-002,REAL-BRIDGE-IMG-0466,data/bridge_image/103_87d761fb-94ef-4682-a135-e86304924555_jpg.rf.j9kPqCYbnP9tOUyzEXvf.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1972,520,588,282,165816,466,832
REAL-BRIDGE-IMG-0466-ANN-003,REAL-BRIDGE-IMG-0466,data/bridge_image/103_87d761fb-94ef-4682-a135-e86304924555_jpg.rf.j9kPqCYbnP9tOUyzEXvf.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1164,1238,306,146,44676,466,833
REAL-BRIDGE-IMG-0467-ANN-001,REAL-BRIDGE-IMG-0467,data/bridge_image/103_99ce84ce-d701-43d1-9307-7c26bf02b155_jpg.rf.J04mEgydNmJ4usmnk6ff.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2017.34,190.67,170.85,741.87,126748.489,467,834
REAL-BRIDGE-IMG-0467-ANN-002,REAL-BRIDGE-IMG-0467,data/bridge_image/103_99ce84ce-d701-43d1-9307-7c26bf02b155_jpg.rf.J04mEgydNmJ4usmnk6ff.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1634.01,197.34,223.57,548.65,122661.68,467,835
REAL-BRIDGE-IMG-0467-ANN-003,REAL-BRIDGE-IMG-0467,data/bridge_image/103_99ce84ce-d701-43d1-9307-7c26bf02b155_jpg.rf.J04mEgydNmJ4usmnk6ff.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,994,284,202.35,845.75,171137.512,467,836
REAL-BRIDGE-IMG-0467-ANN-004,REAL-BRIDGE-IMG-0467,data/bridge_image/103_99ce84ce-d701-43d1-9307-7c26bf02b155_jpg.rf.J04mEgydNmJ4usmnk6ff.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,183.67,64,470.33,30101.12,467,837
REAL-BRIDGE-IMG-0468-ANN-001,REAL-BRIDGE-IMG-0468,data/bridge_image/Image_-389-_jpg.rf.jv2LzQabZav7qHUJHj1e.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,1.5,107.5,208,143,29744,468,838
REAL-BRIDGE-IMG-0469-ANN-001,REAL-BRIDGE-IMG-0469,data/bridge_image/Image_mine-11-_jpg.rf.VV2sBvTEmdpmoZ6p9qVS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,2349,1259,252,581,146412,469,839
REAL-BRIDGE-IMG-0469-ANN-002,REAL-BRIDGE-IMG-0469,data/bridge_image/Image_mine-11-_jpg.rf.VV2sBvTEmdpmoZ6p9qVS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,581,1734,1855,225,417375,469,840
REAL-BRIDGE-IMG-0469-ANN-003,REAL-BRIDGE-IMG-0469,data/bridge_image/Image_mine-11-_jpg.rf.VV2sBvTEmdpmoZ6p9qVS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,2649,1176,1374,216,296784,469,841
REAL-BRIDGE-IMG-0470-ANN-001,REAL-BRIDGE-IMG-0470,data/bridge_image/664_png.rf.TMilt9LjeGXlvNKGoNlT.png,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,156,2.4,221.6,1019.1,225832.56,470,842
REAL-BRIDGE-IMG-0471-ANN-001,REAL-BRIDGE-IMG-0471,data/bridge_image/Image_-606-_jpg.rf.k7R1saxEMZPxyUJ3FAXW.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,236.5,450.5,806,184,148304,471,843
REAL-BRIDGE-IMG-0472-ANN-001,REAL-BRIDGE-IMG-0472,data/bridge_image/Image_-432-_jpg.rf.vmYbDmaDHedY94kBfHUe.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,313,91,133,108,14364,472,844
REAL-BRIDGE-IMG-0472-ANN-002,REAL-BRIDGE-IMG-0472,data/bridge_image/Image_-432-_jpg.rf.vmYbDmaDHedY94kBfHUe.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,160.5,184.5,279,134,37386,472,845
REAL-BRIDGE-IMG-0472-ANN-003,REAL-BRIDGE-IMG-0472,data/bridge_image/Image_-432-_jpg.rf.vmYbDmaDHedY94kBfHUe.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,2.5,237,240,203,48720,472,846
REAL-BRIDGE-IMG-0473-ANN-001,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,754,212,126,90,11340,473,847
REAL-BRIDGE-IMG-0473-ANN-002,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,564,216,142,54,7668,473,848
REAL-BRIDGE-IMG-0473-ANN-003,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,354,444,92,40848,473,849
REAL-BRIDGE-IMG-0473-ANN-004,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1550,348,610,170,103700,473,850
REAL-BRIDGE-IMG-0473-ANN-005,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1832,532,136,128,17408,473,851
REAL-BRIDGE-IMG-0473-ANN-006,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2000,534,178,296,52688,473,852
REAL-BRIDGE-IMG-0473-ANN-007,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2206,582,58,98,5684,473,853
REAL-BRIDGE-IMG-0473-ANN-008,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2208,494,222,158,35076,473,854
REAL-BRIDGE-IMG-0473-ANN-009,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2434,544,126,288,36288,473,855
REAL-BRIDGE-IMG-0473-ANN-010,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1886,806,674,158,106492,473,856
REAL-BRIDGE-IMG-0473-ANN-011,REAL-BRIDGE-IMG-0473,data/bridge_image/103_8bec631a-6346-4e7f-965a-f16eaa415b96_jpg.rf.w6JlVEU4LZmffMc3R9wX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,476,1436,484,695024,473,857
REAL-BRIDGE-IMG-0474-ANN-001,REAL-BRIDGE-IMG-0474,data/bridge_image/103_8d05cdb5-adf7-44de-9e7a-14c700e47f29_jpg.rf.IAZxKnnnVQLlQs8UHolP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,644,2560,598,1530880,474,858
REAL-BRIDGE-IMG-0474-ANN-002,REAL-BRIDGE-IMG-0474,data/bridge_image/103_8d05cdb5-adf7-44de-9e7a-14c700e47f29_jpg.rf.IAZxKnnnVQLlQs8UHolP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1262,1248,102,192,19584,474,859
REAL-BRIDGE-IMG-0474-ANN-003,REAL-BRIDGE-IMG-0474,data/bridge_image/103_8d05cdb5-adf7-44de-9e7a-14c700e47f29_jpg.rf.IAZxKnnnVQLlQs8UHolP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1882,1302,232,138,32016,474,860
REAL-BRIDGE-IMG-0474-ANN-004,REAL-BRIDGE-IMG-0474,data/bridge_image/103_8d05cdb5-adf7-44de-9e7a-14c700e47f29_jpg.rf.IAZxKnnnVQLlQs8UHolP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,44,1784,508,906272,474,861
REAL-BRIDGE-IMG-0475-ANN-001,REAL-BRIDGE-IMG-0475,data/bridge_image/103_020d6298-520a-4c41-b9e7-463bdb5332ec_jpg.rf.D1NTlwrtVhE2aHcbDZer.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,722,24,418,1300,543400,475,862
REAL-BRIDGE-IMG-0476-ANN-001,REAL-BRIDGE-IMG-0476,data/bridge_image/103_40fa0124-ca39-43f2-8502-a730597c8656_jpg.rf.XvJeAQOUwhBmxYnUGFDD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,86,0,266,986,262276,476,863
REAL-BRIDGE-IMG-0477-ANN-001,REAL-BRIDGE-IMG-0477,data/bridge_image/103_9d3ca37d-b466-4673-9dc5-341a52eb04ee_jpg.rf.WFfhUFq1ahXc9VCOmW6G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,898,570,174,268,46632,477,864
REAL-BRIDGE-IMG-0477-ANN-002,REAL-BRIDGE-IMG-0477,data/bridge_image/103_9d3ca37d-b466-4673-9dc5-341a52eb04ee_jpg.rf.WFfhUFq1ahXc9VCOmW6G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,386,204,102,20808,477,865
REAL-BRIDGE-IMG-0477-ANN-003,REAL-BRIDGE-IMG-0477,data/bridge_image/103_9d3ca37d-b466-4673-9dc5-341a52eb04ee_jpg.rf.WFfhUFq1ahXc9VCOmW6G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,362,1374,66,66,4356,477,866
REAL-BRIDGE-IMG-0477-ANN-004,REAL-BRIDGE-IMG-0477,data/bridge_image/103_9d3ca37d-b466-4673-9dc5-341a52eb04ee_jpg.rf.WFfhUFq1ahXc9VCOmW6G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1870,358,148,146,21608,477,867
REAL-BRIDGE-IMG-0477-ANN-005,REAL-BRIDGE-IMG-0477,data/bridge_image/103_9d3ca37d-b466-4673-9dc5-341a52eb04ee_jpg.rf.WFfhUFq1ahXc9VCOmW6G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2074,380,264,346,91344,477,868
